ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
EC3627,Myiobius_barbatus,Tyrannidae,Male,2007,8,JJA,65.1,right,,12,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,D 88103
MG0188,Myiobius_barbatus,Tyrannidae,Female,2016,11,SON,59.45,right,,10.2,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.681405,-25.29377,134,no,C112616
MA1083,Myiobius_barbatus,Tyrannidae,Male,1995,10,SON,62,right,,11,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.304444,-22.544028,54,no,C21182
EC3657,Myiobius_barbatus,Tyrannidae,Male,2007,9,SON,65.8,right,,12,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 60162
EC0745,Myiobius_barbatus,Tyrannidae,Male,2001,7,JJA,66.2,right,,13,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 44505
AR0863,Myiobius_barbatus,Tyrannidae,Male,2007,8,JJA,64.6,right,,11,A.Ross,Santa Rita,RPPN Gargaú,-34.957101,-6.991604,51,no,C60366
GB0550,Myiobius_barbatus,Tyrannidae,Female,2015,1,DJF,66,generic,,18,G.Benedicto,São Vicente,HB2,-46.509514,-23.977439,154,no,
EC2947,Myiobius_barbatus,Tyrannidae,Male,2005,3,MAM,58,right,,10,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,C 49309
EH1181,Myiobius_barbatus,Tyrannidae,Male,2000,11,SON,,,6.4,11,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,C32769
EC2215,Myiobius_barbatus,Tyrannidae,Male,2004,3,MAM,66.9,right,,11,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,C 50490
EC3182,Myiobius_barbatus,Tyrannidae,Male,2006,7,JJA,56.8,right,,9,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 49351
EH0667,Myiobius_barbatus,Tyrannidae,Female,2000,9,SON,,,6.5,11,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,D43057
EC1148,Myiobius_barbatus,Tyrannidae,Female,2002,5,MAM,52.9,right,,7,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,C 44550
EH1184,Myiobius_barbatus,Tyrannidae,Male,2001,3,MAM,,,6,9,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,C32780
EH1182,Myiobius_barbatus,Tyrannidae,Male,2000,11,SON,,,6,12,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,C32770
EH1180,Myiobius_barbatus,Tyrannidae,Male,2000,4,MAM,,,6.6,11.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,C32749
MG0184,Myiobius_barbatus,Tyrannidae,Male,2016,4,MAM,63,right,,11.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.656101,-25.279147,270,no,C112609
AR0858,Myiobius_barbatus,Tyrannidae,Female,2007,8,JJA,58.6,right,,10,A.Ross,Santa Rita,RPPN Gargaú,-34.957101,-6.991604,51,Yes,C60363
MG0189,Myiobius_barbatus,Tyrannidae,Male,2016,11,SON,65,right,,11,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.681405,-25.29377,134,no,C112622
MA1095,Myiobius_barbatus,Tyrannidae,Male,2006,10,SON,,,,10.6,M.Alves,Cachoeiras de Macacu,Parque Estadual Três Picos,-42.575483,-22.417983,1106,no,D96588
EC2973,Myiobius_barbatus,Tyrannidae,Male,2005,4,MAM,58.1,right,,9,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 49316
CB2086,Myiobius_barbatus,Tyrannidae,Male,2006,8,JJA,,,,11.5,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,D86659
MM0066,Machaeropterus_regulus,Pipridae,Male,2017,5,MAM,53.64,right,5.53,10.5,J.Morante-Filho;I.Menezes;D.Faria,Una,Fragmento florestal,-39.14374,-15.209971,35,,
CG0250,Machaeropterus_regulus,Pipridae,Female,2008,10,SON,52,generic,,10.6,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0842
CG0255,Machaeropterus_regulus,Pipridae,Female,2008,10,SON,47,generic,,9.5,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0844
CG0034,Machaeropterus_regulus,Pipridae,Female,2008,4,MAM,53,generic,,11.2,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62805
CG0713,Machaeropterus_regulus,Pipridae,Male,2010,1,DJF,55,generic,,10.25,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,D50928
MM0085,Machaeropterus_regulus,Pipridae,Male,2017,5,MAM,50.4,right,5.61,10,J.Morante-Filho;I.Menezes;D.Faria,Una,Fragmento florestal,-39.089116,-15.258441,19,,
MM0123,Machaeropterus_regulus,Pipridae,Male,2017,8,JJA,51.58,right,7.25,11,J.Morante-Filho;I.Menezes;D.Faria,Una,Fragmento florestal,-39.123508,-15.128903,24,,
CG0475,Machaeropterus_regulus,Pipridae,Female,2009,4,MAM,50,generic,,9,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0844
CG0399,Machaeropterus_regulus,Pipridae,Female,2009,1,DJF,50,generic,,9.75,C.Gatto,Ibirataia,Guloso,-39.671433,-14.032333,268,,C62871
MM0230,Machaeropterus_regulus,Pipridae,Female,2017,9,SON,50.53,right,9.18,11.5,J.Morante-Filho;I.Menezes;D.Faria,Belmonte,Fragmento florestal,-39.243959,-15.818562,116,,
CG0132,Machaeropterus_regulus,Pipridae,Female,2008,7,JJA,52,generic,,10,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62821
CG0723,Machaeropterus_regulus,Pipridae,Female,2010,1,DJF,,,,9.55,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,D50929
CG0360,Machaeropterus_regulus,Pipridae,Female,2009,1,DJF,53,generic,,10.25,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62844
CG0072,Machaeropterus_regulus,Pipridae,Female,2008,4,MAM,52,generic,,10,C.Gatto,Ibirataia,Guloso,-39.671433,-14.032333,268,,2D0811
CG0365,Machaeropterus_regulus,Pipridae,Female,2009,1,DJF,57,generic,,11.75,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0871
CG0696,Machaeropterus_regulus,Pipridae,Male,2010,1,DJF,54,generic,,9.75,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,D50926
CG0414,Machaeropterus_regulus,Pipridae,Female,2009,1,DJF,53,generic,,9.5,C.Gatto,Ibirataia,Guloso,-39.671433,-14.032333,268,,C62875
CG0324,Machaeropterus_regulus,Pipridae,Male,2008,11,SON,54,generic,,10.2,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C62861
CG0094,Machaeropterus_regulus,Pipridae,Male,2008,5,MAM,54,generic,,10,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C62817
CG0700,Machaeropterus_regulus,Pipridae,Female,2010,1,DJF,53,generic,,9.5,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,D50930
MA0973,Machaeropterus_regulus,Pipridae,Female,2011,2,DJF,51,right,5.2,10.5,M.Alves,Rio das Ostras,Reserva Biológica União,-42.033417,-22.424508,150,Yes,E102001
MM0127,Machaeropterus_regulus,Pipridae,Male,2017,8,JJA,51.94,right,7.33,10.5,J.Morante-Filho;I.Menezes;D.Faria,Una,Fragmento florestal,-39.123508,-15.128903,24,,
CG0191,Machaeropterus_regulus,Pipridae,Female,2008,8,JJA,52,generic,,9.5,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C62834
CG0670,Machaeropterus_regulus,Pipridae,Female,2009,10,SON,52,generic,,9.5,C.Gatto,Ibirataia,Guloso,-39.671433,-14.032333,268,,C66017
CG0010,Machaeropterus_regulus,Pipridae,Female,2008,4,MAM,56,generic,,,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62801
CG0238,Machaeropterus_regulus,Pipridae,Female,2008,10,SON,51,generic,,10,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62844
CG0627,Machaeropterus_regulus,Pipridae,Female,2009,10,SON,54,generic,,10.25,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C66044
CG0097,Machaeropterus_regulus,Pipridae,Female,2008,5,MAM,53,generic,,11,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C62818
CG0175,Machaeropterus_regulus,Pipridae,Female,2008,7,JJA,51,generic,,9.75,C.Gatto,Ibirataia,Guloso,-39.671433,-14.032333,268,,C62827
CG0628,Machaeropterus_regulus,Pipridae,Female,2009,10,SON,54,generic,,10.5,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C66042
CG0327,Machaeropterus_regulus,Pipridae,Female,2008,11,SON,52,generic,,10.5,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C62864
CG0699,Machaeropterus_regulus,Pipridae,Female,2010,1,DJF,55,generic,,10,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,D50929
PA0475,Volatinia_jacarina,Thraupidae,Male,2006,3,MAM,55,right,,10,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,D96971
MA2125,Volatinia_jacarina,Thraupidae,Female,2008,7,JJA,51,right,5.2,9.5,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,Yes,D78119
CD1209,Volatinia_jacarina,Thraupidae,Female,2010,12,DJF,51.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,no,C-77449
CD1219,Volatinia_jacarina,Thraupidae,Female,2010,11,SON,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,
CD1179,Volatinia_jacarina,Thraupidae,Female,2010,3,MAM,46.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423528,-20.592528,10,Yes,C-66157
VC0094,Volatinia_jacarina,Thraupidae,Male,2009,12,DJF,49.5,right,,12.5,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,Yes,D105512
VC1284,Volatinia_jacarina,Thraupidae,Female,2010,5,MAM,,,,10.5,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,Yes,C70428
EC2889,Volatinia_jacarina,Thraupidae,Female,2004,12,DJF,50.8,right,,11,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.356283,-25.583954,914,no,C 49303
CD1188,Volatinia_jacarina,Thraupidae,Female,2010,12,DJF,51,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,Yes,C-77403
PI4749,Volatinia_jacarina,Thraupidae,Male,2012,5,MAM,,,,9,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,D123258
CD1202,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,51,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.417444,-20.583694,10,Yes,C-77441
VC1564,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,
FG2436,Volatinia_jacarina,Thraupidae,Male,2010,2,DJF,53,generic,6.7,9,F.Goncalves,Naviraí,Córrego Touro,-54.198213,-23.037761,317,Yes,D	91887
FG2442,Volatinia_jacarina,Thraupidae,Female,2010,2,DJF,49,generic,6.4,9,F.Goncalves,Naviraí,Córrego Touro,-54.198213,-23.037761,317,no,D	91891
CD1182,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,48.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416861,-20.588917,10,no,C-66204
CD1204,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,48.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-77444
AR2523,Volatinia_jacarina,Thraupidae,Female,2013,3,MAM,50,right,,15,A.Ross,Mamanguape,Capim Azul REBIO Guaribas,-35.126,-6.700556,152,no,D130051
CD1172,Volatinia_jacarina,Thraupidae,Male,2009,8,JJA,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.421322,-20.415332,59,no,C-66108
CD1208,Volatinia_jacarina,Thraupidae,Female,2010,12,DJF,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,no,C-77448
CD1184,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,49.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416861,-20.588917,10,no,C-66219
CD1206,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,51.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419667,-20.582222,10,no,C-77446
CD1173,Volatinia_jacarina,Thraupidae,Male,2009,9,SON,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,no,C-66125
CD1175,Volatinia_jacarina,Thraupidae,Female,2009,9,SON,50.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423528,-20.592528,10,no,C-66136
CD1187,Volatinia_jacarina,Thraupidae,Female,2010,12,DJF,47.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,Yes,C-77402
CD1191,Volatinia_jacarina,Thraupidae,Male,2010,12,DJF,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,no,C-77406
CD1214,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,43.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82404
CD1190,Volatinia_jacarina,Thraupidae,Female,2010,12,DJF,49.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,Yes,C-77405
VC1649,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,53,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73556
VC1473,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,55,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73531
CD1207,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,45.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419667,-20.582222,10,no,C-77447
PI6061,Volatinia_jacarina,Thraupidae,Male,2013,3,MAM,,,,10.5,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,E129625
CD1185,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,49.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416861,-20.588917,10,no,C-66227
PT0074,Volatinia_jacarina,Thraupidae,Male,2017,1,DJF,45,generic,7.2,10,A.Piratelli,Itu,CEF SOS Mata Atlântica,-47.409444,-23.2475,595,,
CD1189,Volatinia_jacarina,Thraupidae,Male,2010,12,DJF,51.7,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413694,-20.580639,10,Yes,C-77404
EC1578,Volatinia_jacarina,Thraupidae,Female,2002,12,DJF,51.4,right,,12,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,D 56406
MP0481,Volatinia_jacarina,Thraupidae,Female,2011,11,SON,,,,9,M.Pizo,Rio Claro,campus UNESP,-47.543972,-22.396028,610,,C64503
PN1152,Volatinia_jacarina,Thraupidae,Male,2014,2,DJF,52,generic,7,10,P.Affonso-Neto,Cabrália Paulista,Eucalipto Nova América,-49.398056,-22.530694,610,no,D101757
CD1196,Volatinia_jacarina,Thraupidae,Female,2011,3,MAM,50.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.270389,-20.219278,18,Yes,C-77424
VC1670,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,
CD1200,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,49.7,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.417752,-20.582333,10,no,C-77439
CD1213,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,45.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82403
VC1535,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,49,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73542
CD1174,Volatinia_jacarina,Thraupidae,Male,2009,9,SON,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.421322,-20.415332,59,no,C-66128
CD1193,Volatinia_jacarina,Thraupidae,Female,2011,2,DJF,48.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410222,-20.574222,4,no,C-77411
CD1201,Volatinia_jacarina,Thraupidae,Male,2011,9,SON,44.7,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.417444,-20.583694,10,no,C-77440
AA0128,Volatinia_jacarina,Thraupidae,Female,2015,3,MAM,50,generic,,10.04,A.C.M.M.Aquino,Ribeirão Preto,Entorno do Lago do Campus-USP,-47.86277,-21.16583,606,,C60625
CD1194,Volatinia_jacarina,Thraupidae,Male,2011,2,DJF,50.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410056,-20.573861,4,no,C-77412
VC1478,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,50,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73533
CD1195,Volatinia_jacarina,Thraupidae,Male,2011,2,DJF,46.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410222,-20.574222,4,no,C-77414
EC2788,Volatinia_jacarina,Thraupidae,Female,2004,10,SON,51,right,,10,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.356283,-25.583954,914,no,C 53732
CD1199,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,49.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.418639,-20.583944,10,no,C-77437
CD1212,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,44.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82402
EC1573,Volatinia_jacarina,Thraupidae,Male,2002,12,DJF,52,right,,11,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,D 56401
CD1177,Volatinia_jacarina,Thraupidae,Female,2010,2,DJF,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.424667,-20.592556,10,no,C-66153
VC1531,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,52,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73540
EC2071,Volatinia_jacarina,Thraupidae,Male,2004,1,DJF,53,right,,11,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,C 50454
CD1203,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,52,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.418083,-20.584306,10,no,C-77442
CD1211,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,48.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82401
MA2119,Volatinia_jacarina,Thraupidae,Female,1999,11,SON,62,right,,16.5,M.Alves,São João da Barra,Grussaí,-41.031983,-21.735533,1,no,D38902
VC0440,Volatinia_jacarina,Thraupidae,Male,2010,1,DJF,55,right,,10,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,Yes,D105563
FG2420,Volatinia_jacarina,Thraupidae,Female,2010,1,DJF,53,generic,7.45,18,F.Goncalves,Naviraí,Córrego Touro,-54.241637,-23.058797,304,Yes,E	75642
PI2122,Volatinia_jacarina,Thraupidae,Female,2011,5,MAM,,,,8,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,D110938
CB1648,Volatinia_jacarina,Thraupidae,Female,2006,7,JJA,,,,9.5,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,C46620
EC1549,Volatinia_jacarina,Thraupidae,Female,2002,12,DJF,50.1,right,,10,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,C 48306
FG2540,Volatinia_jacarina,Thraupidae,Female,2009,2,DJF,51,generic,6.2,12,F.Goncalves,Iguatemi,Macuco,-54.22153,-23.895054,278,no,D	91877
VC1536,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73533
CD1217,Volatinia_jacarina,Thraupidae,Female,2012,3,MAM,48,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423528,-20.592528,10,no,C-82417
VC1669,Volatinia_jacarina,Thraupidae,Female,2010,10,SON,50,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73561
FG2441,Volatinia_jacarina,Thraupidae,Female,2010,2,DJF,48,generic,6.9,9,F.Goncalves,Naviraí,Córrego Touro,-54.198213,-23.037761,317,no,D	91890
CD1197,Volatinia_jacarina,Thraupidae,Male,2011,4,MAM,51.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.417252,-20.58175,10,Yes,C-77429
MA2121,Volatinia_jacarina,Thraupidae,Female,1999,11,SON,48,right,,9,M.Alves,Guarapari,Setiba,-40.4325,-20.629722,,no,C35302
MP1798,Volatinia_jacarina,Thraupidae,Female,2012,5,MAM,48,generic,,10,M.Pizo,Santa Bárbara d'Oeste,Represa São Luis,-47.417778,-22.820556,589,,C76209
CD1216,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,44.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82406
MA2123,Volatinia_jacarina,Thraupidae,Male,2004,11,SON,54,right,6.1,10,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,D57174
EC1575,Volatinia_jacarina,Thraupidae,Male,2002,12,DJF,51.2,right,,9,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,D 56403
PI2123,Volatinia_jacarina,Thraupidae,Female,2011,5,MAM,,,,9,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,D110938
CF2497,Volatinia_jacarina,Thraupidae,Female,2002,11,SON,50,right,,9.8,C.Fontana,Eldorado do Sul,Sans Souci CPV Desidério Finamor,-51.302929,-30.051014,1,,C32149
CD1215,Volatinia_jacarina,Thraupidae,Female,2011,9,SON,53.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.419778,-20.581417,10,no,C-82405
VC1553,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,
VC1537,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,54,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73541
PA0121,Volatinia_jacarina,Thraupidae,Female,2006,8,JJA,53,right,,12,P.Antas,Itatinga,Fazenda Entrerrios,-48.46,-23.29,615,no,C13637
PN1151,Volatinia_jacarina,Thraupidae,Male,2014,2,DJF,50,generic,6.4,10,P.Affonso-Neto,Cabrália Paulista,Eucalipto Nova América,-49.398056,-22.530694,610,Yes,D101758
CD1218,Volatinia_jacarina,Thraupidae,Female,2012,7,JJA,49.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.421528,-20.595056,10,no,D-122031
EC1571,Volatinia_jacarina,Thraupidae,Male,2002,12,DJF,51.1,right,,11,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,D 53745
VC1552,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,52,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73544
AR2522,Volatinia_jacarina,Thraupidae,Male,2013,3,MAM,50,right,,10,A.Ross,Mamanguape,Capim Azul REBIO Guaribas,-35.126,-6.700556,152,no,E134243
VC1443,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,52,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73517
CD1192,Volatinia_jacarina,Thraupidae,Female,2011,3,MAM,49,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.418722,-20.583167,10,no,C-77409
VC0120,Volatinia_jacarina,Thraupidae,Female,2009,12,DJF,50,right,,11,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D105518
AC0005,Volatinia_jacarina,Thraupidae,Female,2018,10,SON,49,generic,,9.9,A.Crestani,Rio Claro,Campus Unesp,-47.545152,-22.395381,610,no,D109889
MA2120,Volatinia_jacarina,Thraupidae,Male,1999,11,SON,52,right,,11,M.Alves,São João da Barra,Grussaí,-41.031983,-21.735533,1,no,D38903
VC1459,Volatinia_jacarina,Thraupidae,Female,2010,9,SON,50,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,D73523
MA2124,Volatinia_jacarina,Thraupidae,Female,2006,6,JJA,50,right,5.1,10,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,D78108
EC2887,Volatinia_jacarina,Thraupidae,Male,2004,12,DJF,54.2,right,,9,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.356283,-25.583954,914,Yes,C 49301
CD1205,Volatinia_jacarina,Thraupidae,Male,2011,9,SON,53.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420667,-20.582083,10,no,C-77445
EC1576,Volatinia_jacarina,Thraupidae,Female,2002,12,DJF,50,right,,10,E.Carrano,Araucária,Refinaria Presidente Getúlio Vargas,-49.348803,-25.589976,914,Yes,D 56404
VC1415,Volatinia_jacarina,Thraupidae,Male,2010,9,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,
